identifier,group,major_group,sub_group,membran_prediction,seq_start,number_cysteines,x_umap_2D,mature_multimere_pred,full_multimere_pred,Dimeric,y_umap_2D,x_umap_3D,y_umap_3D,z_umap_3D,x_pca_3D,y_pca_3D,z_pca_3D,variance,x_tsne_2D,y_tsne_2D,x_tsne_3D,y_tsne_3D,z_tsne_3D
SP|P81946|Dendroaspis_angusticeps,Non-standard,Non-standard,Platelet inhibitor,Secreted,,8.0,14.853509,2,,False,7.7717533,9.521833,10.229494,8.747307,-0.4878589048104654,-0.1952458005744628,0.1614108222572758,,32.952892,-19.467966,-17.617584,-8.25363,-5.3452444
NCBI|Dendroaspis_angusticeps_GILR01002080|Dendroaspis_angusticeps,Non-standard,Non-standard,,Secreted,,11.0,8.720235,1,,False,9.953687,7.5231004,5.826126,3.8201838,-0.0148967187982273,0.261336791955875,-0.1548260875980418,,-4.3081408,16.66568,0.07195501,8.880603,10.577987
NCBI|Dendroaspis_angusticeps_GILR01002482|Dendroaspis_angusticeps,Plesiotypic,Plesiotypic,,Secreted,,10.0,8.624438,1,,False,9.84433,7.6232514,5.6165767,3.9114137,0.1195260960667669,0.3845865555419566,-0.0695925857052874,,-4.216374,19.002037,-1.5610212,10.617513,10.859247
SP|C0HJB0|Dendroaspis_angusticeps,Short-chain,Short-chain,,Secreted,,9.0,11.9346,2,,False,7.1719885,10.175301,7.422148,6.4121337,-0.3353640586731086,0.0702836406543635,0.0263109131277809,,23.175005,1.5144931,-13.459276,0.013461979,4.224857
SP|P01404|Dendroaspis_angusticeps,Short-chain,Short-chain,,Secreted,MKT,8.0,14.128649,2,2.0,False,7.052261,9.382228,9.216458,8.257885,-0.309129389546281,0.2272906620058029,0.0565186688812868,,26.274323,-12.871942,-16.446413,-2.0155604,-0.66269875
SP|P0C1Y9|Dendroaspis_angusticeps,Short-chain,Short-chain,Acetylcholinesterase inhibitor,Secreted,,8.0,14.858809,2,,False,7.5591793,9.697407,10.317627,8.861751,-0.4010314037364717,-0.2865055179819922,0.0370456893725118,,33.053375,-22.31193,-15.399695,-8.081018,-7.4185395
SP|P0C1Z0|Dendroaspis_angusticeps,Short-chain,Short-chain,,Secreted,,8.0,15.170479,2,,False,7.5500627,9.432474,10.383897,9.120001,-0.3976372985140779,-0.318593728626904,0.0554544326462665,,33.06927,-22.351469,-15.381138,-8.102792,-7.442046
SP|P17696|Dendroaspis_angusticeps,Short-chain,Short-chain,,Secreted,MKT,9.0,12.017533,2,2.0,False,11.152883,6.9255295,7.648114,7.3278313,-0.2411562563377242,0.0356049056600027,0.1409666697206437,,5.229552,-15.368643,-4.7460637,-2.9061718,-7.771326
SP|P18328|Dendroaspis_angusticeps,Short-chain,Short-chain,Muscarinic toxin,Secreted,MKT,8.0,11.623594,1,1.0,False,10.808407,7.156415,7.705747,6.8315425,-0.265856571827167,-0.1460618387361726,0.1276014218979619,,6.112084,-11.6221285,-6.3735375,-3.7340133,-4.6573825
SP|P18329|Dendroaspis_angusticeps,Short-chain,Short-chain,,Secreted,MKT,8.0,11.318532,2,2.0,False,1.1988966,9.134925,2.0435362,3.953074,-0.271980871894815,0.7761283433216333,0.0393573309083536,,0.11930529,53.122883,0.53616023,22.379866,0.44923374
SP|P25684|Dendroaspis_angusticeps,Short-chain,Short-chain,,Secreted,,8.0,14.739603,2,,False,7.570375,9.688451,9.92403,8.717201,-0.4696380662784812,-0.0713321257724872,0.0643041174117617,,30.304699,-17.689257,-17.518326,-5.71707,-3.7212183
SP|P60234|Dendroaspis_angusticeps,Short-chain,Short-chain,Muscarinic toxin,Secreted,,8.0,11.046808,1,,False,10.291661,7.2738705,7.13548,6.1264176,-0.166448104245316,0.0162051071774221,-0.0148788536714386,,4.574503,-6.608124,-5.202395,0.3854535,-3.907986
SP|P60237|Dendroaspis_angusticeps,Short-chain,Short-chain,Muscarinic toxin,Secreted,,8.0,16.068539,2,,False,7.0045257,8.560343,9.689825,9.793836,-0.2870745591820705,-0.2049812882191273,0.0790037930899849,,25.032122,-25.61924,-16.162006,-10.515166,2.8508148
SP|P81030|Dendroaspis_angusticeps,Short-chain,Short-chain,Muscarinic toxin,Secreted,,8.0,10.772433,2,,False,10.402942,7.2555,7.2881656,5.938974,-0.180716824880331,0.1725363438704807,0.0163747016823091,,5.586751,-4.3497543,-6.307508,2.3897502,-3.3181632
SP|P81031|Dendroaspis_angusticeps,Short-chain,Short-chain,Muscarinic toxin,Secreted,,8.0,11.04052,2,,False,10.485273,6.942144,7.650861,6.1648045,-0.2566577391967444,0.037550864477384,0.0955534373170572,,6.0766277,-5.9349813,-7.283153,0.98663306,-3.5524092
SP|P85092|Dendroaspis_angusticeps,Short-chain,Short-chain,Adrenergic toxin,Secreted,,8.0,11.018741,2,,False,10.868849,7.0491476,7.4219856,6.258345,-0.1878848670486045,0.1005721497901283,0.0622170300207342,,6.8016,-5.6582184,-6.995612,1.531103,-4.910612
SP|P86419|Dendroaspis_angusticeps,Short-chain,Short-chain,Adrenergic toxin,Secreted,,8.0,10.833527,1,,False,10.981129,6.8294,7.2852306,6.259562,-0.2025160893501212,-0.0242121028392468,0.1056916430118104,,8.132168,-4.1096168,-8.439748,1.872335,-1.9710251
SP|Q8QGR0|Dendroaspis_angusticeps,Short-chain,Short-chain,Muscarinic toxin,Secreted,MKT,8.0,11.277118,2,2.0,False,10.22905,7.5477114,7.3371587,6.08544,-0.1788310969874508,0.0077857071087903,-0.0124248384929148,,4.6181,-6.6130185,-5.2446413,0.40324548,-3.8953912
SP|Q9PSN1|Dendroaspis_angusticeps,Short-chain,Short-chain,Muscarinic toxin,Secreted,,8.0,10.788071,2,,False,10.477953,7.224926,7.3113847,5.896145,-0.1592083982136096,0.163450145162339,0.0190172445814768,,5.600109,-4.3916893,-6.326507,2.3520772,-3.2944074
NCBI|DENJA_GHPA01001931.1_C348_130|Dendroaspis_jamesoni_jamesoni,Non-standard,Non-standard,,Secreted,,11.0,11.679037,2,,False,19.761791,4.2072854,14.601369,0.41994485,-0.3162304214364299,-0.0958685832173789,0.1134513615539488,,-14.80104,-45.114307,1.1005169,-16.247704,-4.6788406
NCBI|Dendroaspis_jamesoni_jamesoni_GHPA01000962|Dendroaspis_jamesoni_jamesoni,Plesiotypic,Plesiotypic,,Secreted,,10.0,8.608882,1,,False,10.181008,7.202839,5.972446,3.7426634,0.0581468770358046,0.2296347023983052,-0.160841208756288,,-5.2425156,16.11969,0.41166574,8.435849,8.853445
NCBI|DENJA_GHPA01003912.1_C199_11|Dendroaspis_jamesoni_jamesoni,Plesiotypic,Plesiotypic,,Secreted,,10.0,8.416858,1,,False,9.653852,7.594143,5.5376086,3.6679716,0.2141053814976529,0.4702719270883699,-0.2492073137357736,,-3.0618017,18.175684,-1.0948712,10.098891,8.897323
NCBI|DENJA_GHPA01000569.1_C862_620|Dendroaspis_jamesoni_jamesoni,Short-chain,Short-chain,,Secreted,,8.0,15.901494,2,,False,7.2755013,8.886427,10.077779,9.776599,-0.4693066654314781,-0.2469222316430226,0.1796572139854002,,27.192316,-26.069494,-15.802275,-10.823245,-2.6709132
NCBI|DENJA_GHPA01001858.1_C359_156|Dendroaspis_jamesoni_jamesoni,Short-chain,Short-chain,,Secreted,,9.0,14.77775,2,,False,7.5052524,9.384049,9.649318,8.7984,-0.3541729848906396,-0.1306941215003688,0.0599646721897072,,28.92866,-16.934286,-16.941746,-5.3492374,-2.034931
NCBI|DENJA_GHPA01002461.1_C321_136|Dendroaspis_jamesoni_jamesoni,Non-standard,Non-standard,Dendroaspis basal 8-cysteine,Secreted,,8.0,9.225938,1,,False,10.263413,7.365555,6.197731,4.2232985,-0.0769167630751448,-0.0021819500621805,-0.1195166706825271,,-2.1952882,13.70051,0.21783544,6.862504,12.101601
NCBI|DENJA_GHPA01003914.1_C250_53|Dendroaspis_jamesoni_jamesoni,Short-chain,Short-chain,,Secreted,,8.0,14.011019,2,,False,7.161528,9.4351635,9.069319,8.230118,-0.2836257839801624,0.2205572018892169,0.0248730187202123,,26.280119,-13.157055,-16.266924,-2.1105552,-1.0114931
SP|P0DQP2|Dendroaspis_jamesoni_jamesoni,Short-chain,Short-chain,,Secreted,,9.0,12.230525,2,,False,11.031675,6.911808,7.8595543,7.5517116,-0.2879713342996429,-0.0120766164595084,0.166742846649804,,5.187634,-16.407003,-5.174672,-4.0650816,-7.743416
NCBI|DENJA_GHPB01001397.1_C449_192|Dendroaspis_jamesoni_kaimosae,Long-chain,Long-chain,,Secreted,,10.0,10.16799,2,,False,19.773235,5.3698883,14.231443,-0.50841665,-0.2223940332911503,-0.225055166463061,0.1383760324780404,,-23.029398,-44.668797,1.6687217,-12.776196,-11.185051
SP|P01393|Dendroaspis_jamesoni_kaimosae,Long-chain,Long-chain,,Secreted,,10.0,11.334322,2,,False,18.690113,4.502353,13.635599,0.6495794,-0.1908020491884029,-0.187505065113434,0.0309395467773431,,-17.870825,-39.1465,3.7161698,-14.550727,-5.838405
SP|P01407|Dendroaspis_jamesoni_kaimosae,Non-standard,Non-standard,Synergistic toxin,Secreted,,8.0,12.526059,1,,False,11.397535,7.0808883,7.6981344,7.5722623,-0.2311824719857331,-0.0747025658034409,0.1551623769864384,,5.925412,-16.631424,-5.8148346,-4.059353,-8.57156
SP|P01413|Dendroaspis_jamesoni_kaimosae,Non-standard,Non-standard,Dendroaspis non-standard,Secreted,,8.0,14.62443,2,,False,7.8476014,9.705814,10.429331,8.538588,-0.4100645149016411,-0.3208108788756435,0.065560021614459,,33.995197,-18.993517,-18.187963,-7.231072,-6.446389
SP|P28375|Dendroaspis_jamesoni_kaimosae,Non-standard,Non-standard,Dendroaspis non-standard,Secreted,,8.0,14.662762,2,,False,8.073451,9.67872,10.265493,8.482571,-0.4310444810687339,-0.2630130540089299,0.089556539890653,,33.54791,-19.08819,-17.99032,-7.509984,-5.9354844
SP|P25682|Dendroaspis_jamesoni_kaimosae,Plesiotypic,Plesiotypic,,Secreted,,10.0,8.774117,1,,False,10.085478,7.422798,5.882002,3.5864122,0.1062824360712208,0.2178541496139746,-0.2191797859771789,,-4.534887,16.721249,0.17002422,8.983753,9.940294
NCBI|DENJA_GHPB01001432.1_C457_203|Dendroaspis_jamesoni_kaimosae,Short-chain,Short-chain,,Secreted,,8.0,11.922534,2,,False,10.664635,7.315626,7.6566653,6.9151287,-0.330405414503495,-0.1799759331674714,0.0977084695401731,,6.126325,-11.505889,-6.4062476,-3.6338403,-4.554746
NCBI|DENJA_GHPB01001482.1_C448_212|Dendroaspis_jamesoni_kaimosae,Short-chain,Short-chain,,Secreted,,8.0,15.602966,2,,False,7.2103524,8.907834,9.606873,9.451222,-0.49808917248734,-0.0772048660778357,0.2120398241467668,,28.12339,-24.10529,-17.708979,-8.417317,-0.7498221
NCBI|DENJA_GHPB01001485.1_C349_161|Dendroaspis_jamesoni_kaimosae,Non-standard,Non-standard,Dendroaspis basal 8-cysteine,Secreted,,8.0,8.915775,1,,False,10.17489,7.3617945,5.9123054,4.0166674,-0.0573649445943687,0.1385097145023041,-0.1379904195014859,,-2.1587079,13.733644,0.21905585,6.927763,12.136925
NCBI|DENJA_GHPB01001718.1_C417_160|Dendroaspis_jamesoni_kaimosae,Short-chain,Short-chain,,Secreted,,8.0,13.069478,2,,False,9.579349,8.159687,9.398217,6.6240726,-0.2518918508045181,-0.149072745743112,0.0418082210149306,,13.155321,-13.910022,-8.571003,-3.5985942,2.442153
SP|P01406|Dendroaspis_jamesoni_kaimosae,Short-chain,Short-chain,,Secreted,,8.0,14.230006,2,,False,7.2504187,9.426002,9.216897,8.414943,-0.3833598954676399,0.0986879697256475,0.0873500440852239,,26.33585,-13.867714,-15.70908,-2.5976515,-1.5597671
SP|P01417|Dendroaspis_jamesoni_kaimosae,Short-chain,Short-chain,,Secreted,,8.0,16.451752,2,,False,7.2300434,8.69726,10.304124,10.136641,-0.4161337123354796,-0.3326193783876436,0.2016011173610175,,25.794119,-29.314632,-15.405912,-11.8213415,-2.1574688
SP|P01419|Dendroaspis_jamesoni_kaimosae,Short-chain,Short-chain,,Secreted,,8.0,15.782399,2,,False,7.496431,8.987134,10.003464,9.349519,-0.5170863307723873,-0.1934087461000873,0.1689124441640107,,28.736885,-25.262466,-17.091763,-9.463356,-1.7606285
SP|P25683|Dendroaspis_jamesoni_kaimosae,Short-chain,Short-chain,,Secreted,,8.0,14.669384,2,,False,7.2635384,9.377941,9.624362,8.849168,-0.3147557339521816,-0.1265046271584168,0.0481526042571445,,28.92414,-16.880877,-16.959543,-5.271092,-2.0116696
None|Dendroaspis_polylepis_T2720|Dendroaspis_polylepis,Plesiotypic,Plesiotypic,,Secreted,,10.0,8.578235,1,,False,9.811932,7.813012,5.7361493,3.8233674,0.1225121017027885,0.3810877208194878,-0.0789327249941942,,-4.2093525,18.987877,-1.5574515,10.605449,10.848077
SP|C0HJD7|Dendroaspis_polylepis_polylepis,Long-chain,Long-chain,,Secreted,,10.0,11.133814,2,,False,18.219374,5.0855813,13.5427685,0.8040337,-0.0726948402965204,-0.1952347721044861,0.0759360304298468,,-16.60546,-35.566933,3.018365,-11.840065,-5.7034893
SP|P01396|Dendroaspis_polylepis_polylepis,Long-chain,Long-chain,,Secreted,,10.0,11.193221,2,,False,18.435402,4.882183,13.594715,0.6862545,-0.1057208836362025,-0.2367674453807089,0.0531483676864312,,-16.639603,-35.74872,3.2126188,-12.081511,-5.7904873
SP|P01397|Dendroaspis_polylepis_polylepis,Long-chain,Long-chain,,Secreted,,10.0,10.952359,2,,False,18.347452,5.112445,13.568229,0.71928936,-0.080865649674011,-0.148917380559364,0.0922975229896323,,-16.582264,-35.53235,2.7937696,-11.766061,-5.525034
SP|P25667|Dendroaspis_polylepis_polylepis,Long-chain,Long-chain,,Secreted,,10.0,10.987458,2,,False,18.224018,5.1048403,13.473804,0.79407126,-0.0405503251236595,-0.0809112542945702,0.0284948326555881,,-16.503275,-35.249325,2.7523484,-11.428566,-5.8454614
SP|A0A4P1LYC9|Dendroaspis_polylepis_polylepis,Short-chain,Short-chain,,Secreted,,8.0,14.24642,2,,False,7.067079,9.600784,9.221038,8.523649,-0.345039204852876,0.0756976470714418,0.0579385572338086,,28.257343,-14.561421,-16.703152,-3.297904,-2.9099207
SP|P01414|Dendroaspis_polylepis_polylepis,Short-chain,Short-chain,,Secreted,,8.0,14.484971,2,,False,7.372156,9.579717,9.489013,8.655841,-0.4115359364991141,-0.0526550870683897,0.0162013556480537,,29.591381,-16.998945,-17.210754,-4.9281497,-2.9225838
SP|P01416|Dendroaspis_polylepis_polylepis,Short-chain,Short-chain,,Secreted,,8.0,15.771429,2,,False,7.5171785,8.822609,9.92631,9.420526,-0.4248982653995022,-0.3335338884317101,0.0947246940781549,,26.424746,-27.419556,-15.173834,-10.357071,-0.5996697
SP|P0DKR6|Dendroaspis_polylepis_polylepis,Short-chain,Short-chain,Block ASICs,Secreted,MKT,8.0,11.815508,2,2.0,False,7.2838945,10.267346,7.3771415,6.4817533,-0.3169618828593368,0.0366825206033234,0.0336829797403822,,23.183666,1.529278,-13.462111,0.012336626,4.242996
SP|P0DKS3|Dendroaspis_polylepis_polylepis,Short-chain,Short-chain,Block ASICs,Secreted,,8.0,11.849649,2,,False,7.1361833,10.215638,7.437087,6.5362334,-0.2898212209464577,0.0502894250669116,0.0253908502704853,,23.16939,1.517061,-13.452125,0.002306863,4.22072
SP|P22947|Dendroaspis_polylepis_polylepis,Short-chain,Short-chain,Blockage of L-type CaV,Secreted,,8.0,14.605727,2,,False,7.635958,9.6231785,9.757348,8.653015,-0.4417359026645103,-0.103977544310088,0.0258764345979713,,29.783873,-17.162432,-17.392172,-5.10991,-3.0741565
SP|P25518|Dendroaspis_polylepis_polylepis,Short-chain,Short-chain,Adrenergic toxin,Secreted,,8.0,11.21473,2,,False,10.765157,6.9385276,7.50217,6.232843,-0.1930219370017018,0.1115867956015164,0.0634945402334049,,6.691536,-5.8302994,-7.4121523,1.2841438,-4.5133615
SP|P25681|Dendroaspis_polylepis_polylepis,Short-chain,Short-chain,,Secreted,,8.0,14.9808035,2,,False,8.029654,9.561272,10.239189,8.950615,-0.4397027191814147,-0.2865950532514117,0.0446801518343232,,33.04173,-22.297493,-15.410314,-8.071202,-7.3989134
SP|P80494|Dendroaspis_polylepis_polylepis,Short-chain,Short-chain,Muscarinic toxin,Secreted,,8.0,10.814663,2,,False,10.72179,7.181807,7.461116,6.0682306,-0.1438649166752358,-0.0004290358920388,0.0275893706752925,,5.682694,-4.876492,-6.7098136,1.7720445,-2.853323
SP|P80495|Dendroaspis_polylepis_polylepis,Short-chain,Short-chain,Adrenergic toxin,Secreted,,8.0,11.079328,2,,False,10.642888,7.120065,7.31858,6.2708745,-0.1883860005801589,0.1152915157336217,0.0791440100502047,,6.6673555,-5.8331103,-7.31773,1.1970011,-4.4795175
NCBI|DENVI_GHPC01001205.1_C457_203|Dendroaspis_viridis,Long-chain,Long-chain,,Secreted,,10.0,11.281767,2,,False,19.723465,4.6844363,14.530625,0.3882646,-0.3548213416151956,-0.1587835636445947,0.1011924800792582,,-16.380217,-45.5872,1.5662222,-15.564353,-6.3696623
NCBI|DENVI_GHPC01001404.1_C400_188|Dendroaspis_viridis,Long-chain,Long-chain,,Secreted,,10.0,11.240557,1,,False,19.486828,4.666479,14.279932,0.502621,-0.2808541653511191,-0.088160324977231,0.0442667428866632,,-16.618841,-45.135357,2.0698304,-15.26241,-6.4921017
SP|P01394|Dendroaspis_viridis,Long-chain,Long-chain,,Secreted,,10.0,10.744705,1,,False,19.003517,4.7761335,13.685215,0.29300216,-0.1333442749568067,-0.2466549029808015,-0.0551975066728905,,-18.987719,-39.245037,3.9201903,-14.089043,-7.130096
SP|P01395|Dendroaspis_viridis,Long-chain,Long-chain,,Secreted,,10.0,10.914152,1,,False,18.784573,4.7412124,13.466537,0.36421683,-0.092647657451703,-0.1978057957682052,-0.0064337732996026,,-18.78831,-39.114296,3.9783652,-14.190317,-6.7594466
NCBI|DENVI_GHPC01000299.1_C401_210|Dendroaspis_viridis,Non-standard,Non-standard,,Secreted,,10.0,12.082838,2,,False,7.116999,10.503216,7.2757406,6.5435452,-0.1836242310640799,0.0472143360734399,-0.0412946536852291,,22.699875,5.971557,-15.671321,2.2049515,4.156013
NCBI|DENVI_GHPC01000454.1_C741_505|Dendroaspis_viridis,Non-standard,Non-standard,Dendroaspis non-standard,Secreted,,8.0,14.641091,2,,False,8.271792,9.570062,10.486098,8.490132,-0.5163852198821867,-0.2553395792470715,0.2110910977594593,,33.07105,-19.419302,-17.70002,-8.199035,-5.446138
NCBI|DENVI_GHPC01002163.1_C239_108|Dendroaspis_viridis,Non-standard,Non-standard,,Secreted,,6.0,1.5306907,1,,False,11.938436,4.854826,10.074675,-1.7666914,0.3375423686829909,-0.4245308344909214,0.0644210931204193,,-58.32981,1.2080935,22.519579,6.546822,-5.4513817
NCBI|DENVI_GHPC01002751.1_C265_29|Dendroaspis_viridis,Non-standard,Non-standard,Dendroaspis non-standard,Secreted,,8.0,14.673098,2,,False,7.798982,9.707069,10.429123,8.575383,-0.4815983969478888,-0.2849602303671437,0.1220018299588838,,33.5261,-19.110268,-17.980911,-7.546945,-5.9058414
NCBI|Dendroaspis_viridis_GHPC01002050|Dendroaspis_viridis,Plesiotypic,Plesiotypic,,Secreted,,10.0,8.4807005,1,,False,10.340455,7.0637217,5.7686195,3.5791037,0.0801230431079457,0.3177385054687101,-0.1938030987053241,,-5.653175,16.349052,0.5959407,8.772402,8.482795
NCBI|Dendroaspis_viridis_GHPC01002196|Dendroaspis_viridis,Plesiotypic,Plesiotypic,,Secreted,,10.0,8.802722,2,,False,10.350285,7.6043644,6.0697975,3.8514032,0.0474720152780125,0.0421070851224578,-0.1197875588568339,,-4.0777316,13.955016,-1.0987692,6.0910983,10.106849
NCBI|DENVI_GHPC01002119.1_C301_116|Dendroaspis_viridis,Plesiotypic,Plesiotypic,,Secreted,,10.0,8.874444,1,,False,10.216031,7.4850993,5.9101214,3.741325,0.0552200659513134,0.2490548220317164,-0.1980653915352302,,-4.435287,16.824453,0.06010583,9.0722275,10.077417
NCBI|DENVI_GHPC01000122.1_C1190_987|Dendroaspis_viridis,Short-chain,Short-chain,,Secreted,,9.0,14.607019,2,,False,7.7472095,9.817283,9.990299,8.798634,-0.5043714746858431,-0.0893863668664479,0.0771181273066382,,30.396065,-17.752478,-17.558937,-5.772277,-3.8222148
NCBI|DENVI_GHPC01000454.1_C275_21|Dendroaspis_viridis,Short-chain,Short-chain,,Secreted,,9.0,12.4312,1,,False,11.093451,7.01642,7.80014,7.4915957,-0.3435117997509671,-0.0822752005310526,0.1732838708639142,,5.2407513,-16.678543,-5.3831177,-4.337137,-7.7395773
NCBI|DENVI_GHPC01000776.1_C544_326|Dendroaspis_viridis,Short-chain,Short-chain,,Secreted,,9.0,10.803526,1,,False,10.9838,6.7693343,7.34413,6.095972,-0.2211989722214909,-0.0107433231347863,0.0984204888676556,,8.097897,-4.1341457,-8.398634,1.8541324,-1.9946268
NCBI|DENVI_GHPC01000912.1_C482_285|Dendroaspis_viridis,Short-chain,Short-chain,,Secreted,,9.0,15.738203,2,,False,7.3130703,8.741578,9.8232155,9.486241,-0.4672831143146944,-0.2011062025074658,0.1745751170744914,,28.706903,-25.26289,-17.087198,-9.463082,-1.7379292
NCBI|DENVI_GHPC01001280.1_C467_210|Dendroaspis_viridis,Short-chain,Short-chain,,Secreted,,8.0,13.219753,2,,False,9.313134,8.142742,9.348853,6.5600705,-0.2095316175179856,-0.2924491891277321,-0.0076036024692647,,15.311643,-13.135751,-7.9584584,-5.9544353,3.501267
NCBI|DENVI_GHPC01001446.1_C417_214|Dendroaspis_viridis,Short-chain,Short-chain,,Secreted,,9.0,14.257666,2,,False,7.8680587,9.909554,9.921134,8.586187,-0.4615418963643518,-0.0287496070432138,0.0318315324799285,,31.288376,-17.517302,-18.194788,-5.1975684,-4.622854
NCBI|DENVI_GHPC01001450.1_C441_235|Dendroaspis_viridis,Short-chain,Short-chain,,Secreted,,9.0,11.829578,2,,False,7.2456183,10.762196,7.522377,6.4613867,-0.2879089927236792,-0.1340388326633708,0.0496483247292701,,23.099323,5.877532,-16.061432,1.9105297,4.3400283
NCBI|DENVI_GHPC01001497.1_C400_161|Dendroaspis_viridis,Short-chain,Short-chain,,Secreted,,8.0,11.334477,2,,False,1.3841754,9.270645,1.983747,4.0312376,-0.2017990015137429,0.7548173251832059,0.0501663208247019,,0.12536895,53.126377,0.5354201,22.380589,0.44800648
NCBI|DENVI_GHPC01001754.1_C391_149|Dendroaspis_viridis,Short-chain,Short-chain,,Secreted,,8.0,15.867978,2,,False,7.4217925,8.9905205,9.837052,9.698124,-0.4798954735229885,-0.0971580886691755,0.2490796989296177,,27.305809,-24.532125,-17.713963,-9.093177,0.21580377
NCBI|DENVI_GHPC01001797.1_C357_163|Dendroaspis_viridis,Short-chain,Short-chain,,Secreted,,8.0,15.870252,2,,False,7.422744,8.783751,10.052511,9.444956,-0.4700659055451673,-0.3076948644255344,0.1176318076835921,,26.50441,-27.460293,-15.234728,-10.376112,-0.6160042
NCBI|DENVI_GHPC01002655.1_C305_51|Dendroaspis_viridis,Short-chain,Short-chain,,Secreted,,8.0,11.183456,2,,False,10.927042,6.7656827,7.5785255,6.3586845,-0.2148513819898485,0.1360761327514169,0.0897927356008823,,6.7744055,-5.915649,-6.986228,1.0111638,-4.759832
NCBI|DENVI_GHPC01002805.1_C272_78|Dendroaspis_viridis,Short-chain,Short-chain,,Secreted,,9.0,12.232082,2,,False,11.186903,6.848301,7.7123895,7.220337,-0.2637544825909948,0.023461979150501,0.1429736942711831,,5.262083,-15.3868885,-4.8207765,-2.8890827,-7.7286515
NCBI|DENVI_GHPC01003084.1_C271_53|Dendroaspis_viridis,Non-standard,Non-standard,,Secreted,,10.0,12.154642,2,,False,11.075498,7.1037836,7.7607837,7.360265,-0.2174629838715668,0.2176625788605346,0.0847144206426078,,4.71506,-15.219445,-4.0381045,-3.0648818,-7.7540803
NCBI|DENVI_GHPC01003265.1_C223_17|Dendroaspis_viridis,Short-chain,Short-chain,,Secreted,,9.0,14.117824,2,,False,7.1707296,9.486703,9.075385,8.326018,-0.3218808046518663,0.1209837185723202,0.0463274695048598,,26.32421,-13.67288,-15.855759,-2.3888166,-1.48906
SP|P01405|Dendroaspis_viridis,Short-chain,Short-chain,,Secreted,,8.0,14.316721,2,,False,7.1800466,9.215795,9.160574,8.577854,-0.3557201015031118,0.1240157963796063,0.09163900995268,,26.297764,-13.857215,-15.634157,-2.5365057,-1.5747738
SP|P01418|Dendroaspis_viridis,Short-chain,Short-chain,,Secreted,,8.0,16.174534,2,,False,7.4696445,8.53334,10.383484,9.82077,-0.4170510414170467,-0.3087991974671399,0.1817601646269322,,25.770214,-29.329891,-15.360391,-11.878174,-2.107962
TR|R4G2F6|Denisonia_devisi,Long-chain,Long-chain,,Secreted,MKT,10.0,9.80724,1,1.0,False,18.272812,5.14955,12.669287,-0.10527474,0.028027296758258,-0.161088533668224,-0.0685210870150766,,-23.2199,-34.067398,5.524623,-12.590571,-8.560097
TR|R4G2T5|Denisonia_devisi,Long-chain,Long-chain,,Secreted,MKT,10.0,9.823923,2,2.0,False,18.23527,5.0764847,12.717266,0.11866998,0.0226029986317886,-0.1752478025934501,-0.0585901279135591,,-23.13128,-34.09908,5.5004897,-12.647589,-8.37122
TR|R4G7G5|Denisonia_devisi,Long-chain,Long-chain,,Secreted,MKT,10.0,9.937898,2,2.0,False,19.672934,5.1862082,13.752484,-0.9065672,-0.0464772820881606,-0.2631319851788425,0.0064375989059392,,-26.581015,-42.17222,5.5227585,-14.661849,-10.559351
SP|F8J2B3|Drysdalia_coronoides,Long-chain,Long-chain,,Secreted,MKT,10.0,9.21818,2,2.0,False,17.76442,4.5370264,12.102974,-0.03501318,0.0943953460115381,-0.2224918611116162,-0.0162255678470631,,-31.831568,-31.783165,12.404664,-10.227878,-7.273367
SP|F8J2D7|Drysdalia_coronoides,Long-chain,Long-chain,,Secreted,MKT,10.0,9.402865,2,2.0,False,17.674534,4.5827165,12.049199,-0.09784522,0.135660294588846,-0.2181364587166274,-0.0417693225975379,,-31.706234,-31.73404,12.174081,-10.283484,-7.0487413
SP|F8J2E1|Drysdalia_coronoides,Long-chain,Long-chain,,Secreted,MKT,10.0,9.839184,1,2.0,False,19.28351,4.6897526,13.30307,-0.96644783,-0.0846790096158257,-0.2177436361336872,0.0015595656561568,,-27.629751,-38.87639,9.051871,-14.540338,-10.486618
SP|F8J2E2|Drysdalia_coronoides,Long-chain,Long-chain,,Secreted,MKT,10.0,9.888158,1,2.0,False,18.94418,4.7875533,12.914846,-0.8652967,0.034189648927833,-0.1014749647128028,0.0270899408242875,,-25.919703,-38.598,8.4232025,-14.068602,-9.414081
SP|F8J2E5|Drysdalia_coronoides,Long-chain,Long-chain,,Secreted,MKT,10.0,10.089291,1,2.0,False,19.371687,4.608525,13.180643,-0.95874065,0.0023137009699447,-0.1379310948747362,0.0062358663954715,,-28.726954,-38.777985,9.804744,-15.059986,-11.16282
SP|F8J2E6|Drysdalia_coronoides,Long-chain,Long-chain,,Secreted,MKT,10.0,10.130868,1,2.0,False,20.475824,5.224396,14.52859,-1.0044124,-0.1589973989128276,-0.1220493906580908,0.0456086066435475,,-26.3087,-45.77578,2.8212662,-15.657745,-12.19121
SP|F8J2F2|Drysdalia_coronoides,Long-chain,Long-chain,,Secreted,MKT,10.0,9.952444,1,2.0,False,20.457558,5.4993625,14.541537,-1.1523368,-0.1519878212610094,-0.1188929775313619,0.0339032076382917,,-26.565083,-45.881702,3.0011795,-15.780774,-12.838128
